title	text
Large cantilever arm FCAM	"Large cantilever arm FCAM
The large cantilever arm for heavy loads
The large cantilever arm FCAM is a further base element of the mounting channel profile FUS, and is suitable for securing high loads along walls. fischer offers standard lengths from 200 to 1000 mm, which means that they do not have to be cut to size. This saves time and money. The pronounced teeth in the channel provide the channel nut with a secure hold when exposed to high shear loads. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Quick and easy installation of pipelines with heavy loads, (e.g. along the wall)
Advantages: The robust construction, consisting of a basic and a support profile, allows for the bearing of heavy loads.,The graduated range of lengths allows for an ideal adaptation to the application.,The base plate's long slots, which are at 90° to one another, allow the arm to be easily aligned.,The stamped teeth in the channel gives the sliding nuts a secure hold for high shear loads, e.g. for vertical installation.,Material: steel S235JR (material no. 1.0037) acc. to DIN EN 10025,Zinc plating: electro zinc-plated, min. 8 µm
Materials: Quick and easy installation of pipelines with heavy loads, (e.g. along the wall)"
Cover cap FEC	"Cover cap FEC
The form-flush cover cap, tailored to the FUS mounting channel profiles for a safe termination
fischer offers the fischer cover cap FEC in black polyethylene to complement the three profile sizes of the channels FUS. The cover cap forms the optical closure at the ends of the channel FUS and the cantilever arms FCA and FCAM, and protects against injuries.
Applications: 
Advantages: 
Materials: "
Bracing elements PSAE	"Bracing elements PSAE
Construction elements – Bracing elements PSAE 300 and 500
The fischer bracing elements PSAE 300 and 500 along with the fischer cantilever arm FCA or the channel FUS provide supporting structures with high levels of safety and stability. The two sizes of the bracing elements are ideally suited to the dimensions of the channel and cantilever. With the help of the channel nut FCN Clix P plus a screw or the push-through connector PFCN, the bracing elements are quickly and safely connected with the mounting channel profile. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Elements for stable cantilever constructions made of FUS channels or FCA cantilever arms with push-through connector PFCN
Advantages: The stable bracing element PSAE gives the supporting structure very high stability and safety.,The holes in the base plate of the element make it compatible with the push-through connector PFCN.,An additional PU-washer allows for fixing of elements with formholes directly onto a wall or ceiling by anchor or screw.,Material: steel P235TR2 (material no. 1.0255) acc. to EN 10216-1,Zinc plating: electro zinc-plated
Materials: Elements for stable cantilever constructions made of FUS channels or FCA cantilever arms with push-through connector PFCN"
Push-through connector PFCN	"Push-through connector PFCN
Push-through connector for the quickest and easiest connection of FUS profiles
The fischer push-through connector PFCN is for the fast and easy connection of the fischer mounting channel profiles FUS. The push-through connector is connected with the channels by means of the formed holes in the construction element and 90° rotation. The spring effect enables exact positioning using the contact pressure. The pronounced teeth in the PFCN ensure a secure hold. Faultless mounting is enabled through the adjustment possibilities before the construction element is firmly rotated into place. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments. The fischer push-through connector PFCN is offered in a universal size.
Applications: Connection of FUS channels and construction elements by push-through principle,Universal fitting for all push-through connection elements and FUS profiles
Advantages: The correct fit of the push-through connector and connection elements allows the quickest and easiest channel connection.,The spring effect of the PFCN in set state guarantees a simple and precise positioning in the channel.,The teeth on the push through connector provide a secure hold in the FUS channel.,Installation by rotating 90° enables generally the post-installation in set channels.,Material cap: steel DD11 (material no. 1.0332) acc. to DIN EN 10111,Material sliding nut: steel S420MC, EN 10149-2,Material hexagon screw: 8.8 M10-28, DIN 933,Material plastic parts: polypropylene,Zinc plating: electro zinc-plated
Materials: Connection of FUS channels and construction elements by push-through principle,Universal fitting for all push-through connection elements and FUS profiles"
Connector FCN Clix P	"Connector FCN Clix P
Channel nut for quick and easy fixing in FUS profiles
The fischer channel nut FCN Clix P both connects the fischer mounting rails FUS to each other and connects them with attachments using metric screws. The channel nut is connected with the rails by means of a 90° rotation and can be precisely positioned with the help of the contact pressure of the spring element and the pronounced teeth of the channel nut. fischer offers the FCN Clix P in the sizes M6, M8, M10 and M12. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments. The fire protection certificate offers added safety.
Applications: Connection of FUS rails and fixtures
Advantages: The sliding nut design enables a quick and easy setting in the channel.,The spring effect of the plastic clasp guarantees simple and precise positioning in the channel.,The FCN Clix P's flat plastic mounting with wings offers a good hold and a convenient mounting.,The teeth on the sliding nut provide a secure hold in the FUS channel.,Installation by rotating 90° enables post-installation in installed channel.,Material: steel S235JR (material no. 1.0037) acc. to DIN EN 10025, plastic Nylon PA6,Zinc plating: electro zinc-plated
Materials: Connection of FUS rails and fixtures"
Connector FCN Clix M	"Connector FCN Clix M
Channel nut for quick and easy fixing in FUS profiles
The fischer channel nut FCN Clix M is suitable for quick and easy fixing in the fischer mounting rails FUS during the installation of pipe clamps with threaded rods. The channel nut is connected with the rails by means of a 90° rotation and holds itself in the desired position in the channel FUS by means of the contact pressure of the spring element and the defined teeth of the channel nut. Faultless mounting is made easier thanks to the adjustment possibilities before the lock nut is tightened. The FCN Clix M is available in the sizes M6, M8, M10 and M12. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments. The fire protection certificate offers added safety.
Applications: Connection of pipe clamps to FUS channel under the use of threaded rods
Advantages: The sliding nut design enables a quick and easy setting in the channel.,The teeth on the sliding nut provide a secure hold in the FUS channel.,Installation by rotating 90° enables post-installation in installed channel.,Material: steel S235JR (material no. 1.0037) acc. to DIN EN 10025, plastic Nylon PA6,Zinc plating: electro zinc-plated
Materials: Connection of pipe clamps to FUS channel under the use of threaded rods"
T-head bolt FHS Clix S	"T-head bolt FHS Clix S
Hammer-head bolt for quick and easy fixing in FUS profiles
The fischer T-head bolt FHS Clix S is a fixing element for securely connecting pipe clamps with the fischer mounting channel system FUS. The hammer-head nut design allows for quick and easy setting in the channel. The spring effect of the plastic bands guarantees simple and precise positioning in the channel. The T-head bolt HS is pre-mounted and consists of the T-head bolt, fixing rubber bands, a hexagonal nut and a washer. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Connection of pipe clamps to the channel
Advantages: The hammer-head nut design for a quick and easy setting in the channel.,The spring effect of the plastic bands guarantees simple and precise positioning in the channel.,Installation by rotating 90° enables post-installation in installed channel.,Material washer: steel DC01-C490 (material no. 1.0330) acc. to DIN EN 10139,Hammer head bolt: resistance class 8.8,Nut DIN 934: resistance class min. 4,Zinc plating: electro zinc-plated, min. 5 µm
Materials: Connection of pipe clamps to the channel"
T-head bolt FCSN	"T-head bolt FCSN
Hammer-head bolt for easy fixing in FUS profiles
The FCSN T-head bolt allows pipe clamps to be easily connected to the FUS channel system. Various nominal thread widths from M8 to M12 and a selection of different thread lengths allow a wide range of applications.
Applications: Connection of pipe clamps to the channel
Advantages: The hammer-head nut design for an easy setting in the channel.,Installation by rotating 90° enables post-installation in installed channel.,Material washer: steel acc. to DIN EN 10139,Hammer head bolt: steel with min. 400 N/mm²,Material nut: strength category 4,Zinc plating: electro zinc-plated, min. 5 µm
Materials: Connection of pipe clamps to the channel"
Channel nut FCN	"Channel nut FCN
Connector - Channel nut FCN
The fischer channel nut FCN is a connector for securing various attachment parts in the fischer mounting channel profiles FUS. The defined teeth of the channel nut provides a secure hold in the channel. fischer offers the FCN in the sizes M6, M8, M10, M12 and M16. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Simple hammer-head nut for installation in FUS channels,The FCN is suitable for the connection of different fixtures and pipe clamps with the channel
Advantages: The teeth on the sliding nut provide a secure hold in the FUS channel.,Material: steel with min. tensile strength of 415 N/mm²,Zinc plating: electro zinc-plated, min. 5 µm
Materials: Simple hammer-head nut for installation in FUS channels,The FCN is suitable for the connection of different fixtures and pipe clamps with the channel"
Channel connector FDCC	"Channel connector FDCC
Channel connector for easy preparation of FUS double channels
The rail connector FDCC enables the simple production of FUS double channels from 2 single channels. The simple installation of the FDCC on the slotted channel holes requires only one tool and even allows different FUS channel types to be connected to one another.
Applications: Easy construction of double channels made from the FUS channel assortment.,Suitable for FUS channels FUS 41 and FUS 62 with thickness 2,0 and 2,5 mm.,The connection of two single channels is made with the channel connector inside the channel slots.,Each double channel has to be equipped with an FDCC at both ends and additional FDCCs in the given installation distance as per load chart.
Advantages: Easy connection of single channels back to back to build double channels.,Simple solution to create individual double channels on job site.,For dry inside environment.,Material base plate: JIS G3131-SPHE (similar to DD13 according to DIN EN 10111, material no. 1.0335),Material screw: steel grade 8.8,Zinc plating: electro zinc-plated, min. 5 µm
Materials: Easy construction of double channels made from the FUS channel assortment.,Suitable for FUS channels FUS 41 and FUS 62 with thickness 2,0 and 2,5 mm.,The connection of two single channels is made with the channel connector inside the channel slots.,Each double channel has to be equipped with an FDCC at both ends and additional FDCCs in the given installation distance as per load chart."
Saddle flange PSF	"Saddle flange PSF
Construction element - Saddle flange PSF
The fischer saddle flange PSF creates stable connections between fischer mounting rails FUS and the building structure. The saddle flange connects the rails with the substrate at a 90° angle using the fischer push-through connector PFCN. The guidance on at least three sides ensures a form fit with the mounting rails FUS and a perfect fit for the insertion of the push-through connector. fischer offers a transverse version and three sizes in the standard design. The robust base plate and the slots, angled at 90°, make fixing easier. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Stable construction of connections between channels and building structures for the push-through system
Advantages: The perfect-fit saddle allows a simple installation by inserting the mounting channels,The saddle flange's stable design offers a secure hold for a load-bearing construction,Material: steel DD11 (material no. 1.0332) acc. to DIN EN 10111,Zinc plating: electro zinc-plated acc. to DIN 50979, min. 8 µm
Materials: Stable construction of connections between channels and building structures for the push-through system"
Universal bracket PUWS	"Universal bracket PUWS
Construction element - Universal bracket PUWS
The fischer universal bracket PUWS is ideal for universal angle connections of the fischer mounting rails FUS with the fischer push-through connector PFCN. The formed holes in the universal brackets enable easy connection with the push-though connector. The universal bracket is a two-sided construction element that abuts the profiles, thus offering high stability and safety. fischer offers the universal bracket as a 4-hole and 8-hole variant with 90° and a 4-hole variant with 45°. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Reinforcement of supporting structures for the push-through system
Advantages: The universal brackets for the connection of FUS channels gives a supporting structure, great stability and safety (we recommend using in pairs).,Material: steel DD11 (material no. 1.0332) acc. to DIN EN 10111,Zinc plating: electro zinc-plated acc. to DIN 50979, min. 8 µm
Materials: Reinforcement of supporting structures for the push-through system"
Angle bracket PWK	"Angle bracket PWK
Construction element - Angle bracket PWK
The fischer angle bracket PWK is suitable for the reinforcement of the fischer mounting channel FUS and for lateral fixing with the substrate. The angle bracket provides a supporting structure with really high stability thanks to its design. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Reinforcement in the push-through system and for lateral fixing to the substrate
Advantages: The stable angle bracket ensures a supporting structure with a very high level of stability and safety.,Material: steel DD11 (material no. 1.0332) acc. to DIN EN 10111,Zinc plating: electro zinc-plated acc. to DIN 50979, min. 8 µm
Materials: Reinforcement in the push-through system and for lateral fixing to the substrate"
Variable bracket PVB	"Variable bracket PVB
Variable bracket PVB - connections at an angle of 0° to 180°
The fischer variable bracket PVB enables the stable connection of mounting rails FUS to the substrate at an angle of 0 to 180°. The PVB connects the rails with the substrate with the help of the push-through connector PFCN. The three-sided guide ensures a form fit with the rails and the precision required for the insertion of the push-through connector. The base plate with slots at 90° makes the fixing process even easier. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Variable angular positioning of profile support in the push-through system,Bracket for installation with FUS channels from 0° to 180°
Advantages: The design of the variable bracket PVB enables the fixation of mounting channels at an angle of 0° to 180°.,The holes in the connecting element make it compatible with the push-through connector PFCN.,The punched holes in the base plate allow the direct fixing onto a wall, ceiling or onto a mounting channel by screw or anchor.,Material: steel DD11 (material no. 1.0332) acc. to DIN EN 10111,Zinc plating: electro zinc-plated acc. to DIN 50979, min. 8 µm
Materials: Variable angular positioning of profile support in the push-through system,Bracket for installation with FUS channels from 0° to 180°"
Channel connector FUF OC and PFUF OC	"Channel connector FUF OC and PFUF OC
Construction element - Channel connector FUF OC and PFUF OC
The fischer channel connector FUF OC and the fischer push-through construction element PFUF OC connect the fischer mounting channels FUS lengthwise with a screw and the fischer channel nut FCN Clix P or the fischer push-through connector PFCN. fischer offers lengths of 194 to 400 mm in accordance with the channel height to ensure a safe and quick installation process. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Connection and precise alignment of channel
Advantages: The FUF OC connector in combination with FCN Clix P allows a simple and time-saving installation.,The PFUF OC connector in combination with PFCN allows a simple and time-saving installation.,Material FUF OC: steel S235JR (material no. 1.0037) acc. to DIN EN 10025,Zinc plating FUF OC: electro zinc-plated, min. 5 µm,Material PFUF OC: steel DD11 (material no. 1.0332) acc. to DIN EN 10111,Zinc plating PFUF OC: electro zinc-plated acc. DIN 50979, min. 8 µm
Materials: Connection and precise alignment of channel"
Bracket PFFF	"Bracket PFFF
Construction elements - Brackets PFFF
fischer connectors PFFF are suitable for the construction of simple channel systems. The connectors are offered as flat connectors with two formed holes or longitudinal connectors with four formed holes for connecting the fischer mounting channel FUS with the fischer push-through connector PFCN. The flat connectors can be used to save space when constructing channel connections. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Arrangement of simple channel constructions in the push-through system
Advantages: The holes in the connecting elements make them compatible with the push-through connector PFCN.,Material: steel DD11 (material no. 1.0332) acc. to DIN EN 10111,Zinc plating: electro zinc-plated acc. DIN 50979, min. 8 µm
Materials: Arrangement of simple channel constructions in the push-through system"
Bracket PFAF	"Bracket PFAF
Connector PFAF for channel connections with a push-through channel nut
The fischer connector PFAF is a connecting element for the arrangement of simple channel constructions in the push-through system. The formed holes in the angles ensure connection with the push-through connector PFCN. fischer offers the PFAF as a 2-hole, 3-hole, and 4-hole variant with 90° and a 4-hole variant with 45°. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Arrangement of simple channel constructions in the push-through system
Advantages: The holes in the connecting elements make them compatible with the push-through connector PFCN.,Material: steel DD11 (material no. 1.0332) acc. to DIN EN 10111,Zinc plating: electro zinc-plated acc. DIN 50979, min. 8 µm
Materials: Arrangement of simple channel constructions in the push-through system"
Bracket PFUF	"Bracket PFUF
Construction elements - Brackets PFUF
The fischer connector PFUF 41 is a connecting element for creating multi-dimensional rail constructions with the fischer push-through connector PFCN. The various shapes of the connectors offer flexibility when it comes to the installation of rail constructions. The PFUF cap profile is a space-saving solution for the construction of rail crossings. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Connecting elements for multi-dimensional channel constructions
Advantages: The various shapes of the connecting elements offer flexibility during the installation of channel constructions.,The holes in the connecting elements make them compatible with the push-through channel nut PFCN.,Material: steel DD11 (material no. 1.0332) acc. to DIN EN 10111,Zinc plating: electro zinc-plated acc. DIN 50979, min. 8 µm
Materials: Connecting elements for multi-dimensional channel constructions"
Brackets PFUF D	"Brackets PFUF D
Connectors PFUF 2D, 3D and 4D for multi-sided constructions
The fischer connectors PFUF 2D, 3D and 4D connect multidimensional constructions with the mounting rails FUS and the push-through connector PFCN. With the PFUF 3D and 4D connectors, multi-sided shaft structures can be simply and easily created in short periods of time. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Element for multidimensional constructions with FUS channels connected by the push-through connector PFCN
Advantages: The multidimensional PFUF construction elements enable multidimensional constructions in a very short time.,The holes in the construction elements make them compatible with the push-through connector PFCN.,The different shapes of the construction elements generate a high flexibility for channel constructions.,Material: steel DD11 (material no. 1.0332) acc. to DIN EN 10111,Zinc plating: electro zinc-plated acc. to DIN 50979, min. 8 µm
Materials: Element for multidimensional constructions with FUS channels connected by the push-through connector PFCN"
Channel washer HK 41	"Channel washer HK 41
Connector - Channel washer HK
The fischer channel washer HK 41 is a connector that is used to stabilise the mounting channel profile. The U-shape of the channel washer effectively prevents the profile from bending. Its form also enables a quick and easy push-through installation. fischer offers the HK41 with the standard perforations 8.5 mm, 10.5 mm, 12.5 mm and 17 mm. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments. The fire protection certificate offers added safety.
Applications: Channel washer to strengthen the profile
Advantages: The U-shape of the channel washer prevents the profile from bending effectively.,The shape of the channel washer makes the push-through installations of channel profiles quick and easy.,Material: steel S235JR (material no. 1.0037) acc. to DIN EN 10025,Zinc plating: electro zinc-plated, min. 5 µm
Materials: Channel washer to strengthen the profile"
Saddle flange SF	"Saddle flange SF
Construction element - Saddle flange SF
The fischer saddle flange SF creates a secure connection between mounting rails FUS and the structure. The saddle flange connects the rails to the substrate with the help of screws and the FCN Clix P at an angle of 90°. The perfect-fit saddle of the saddle flange enables a simple installation by means of the insertion of the channel FUS. The robust base plate with slots at 90° makes the fixing process even easier. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: For solid connections between the massive profile and building structures
Advantages: The perfect-fit saddle of the SF enables a simple installation by inserting the channel.,The saddle flange's stable design offers a secure hold for a load-bearing construction.,Material base plate: steel DC01 (material no.1.0330) acc. to DIN EN 10139,Zinc plating base plate: electro zinc-plated, min. 8 µm,Material U-Profile: steel S235JR (material no. 1.0037) nach DIN EN 10025,Zinc plating U-Profile: electro zinc-plated, min. 8 µm
Materials: For solid connections between the massive profile and building structures"
Mounting bracket UWS	"Mounting bracket UWS
Construction element - Universal bracket UWS
The fischer universal bracket UWS provides really high stability and safety for connections with fischer mounting rails FUS. The USW is prepared for angle connections with a screw and channel nut FCN Clix P. The slots in the universal brackets ensure a precise connection with the rails. fischer offers the UWS as an 8-hole variant with 90°. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments. The fire protection certificate offers added safety.
Applications: Universal angle bracket for the reinforcement of supporting structures
Advantages: The universal bracket for connecting fischer mounting rails lends gives a supporting structure great stability and safety (we recommend using in pairs).,Material: steel S235JR (material no. 1.0037) acc. to DIN EN 10025,Zinc plating: electro zinc-plated, min. 5 µm
Materials: Universal angle bracket for the reinforcement of supporting structures"
Angle bracket WK	"Angle bracket WK
Construction element - Angle bracket WK
The fischer angle bracket WK is suitable for connecting mounting rails FUS with a screw and channel nut FCN Clix P and for connecting mounting rails FUS to the substrate. Due to its design, the angle bracket offers really high stability and strength for supporting structures and fixings of pipelines and components. The galvanised zinc design is suitable for installations in buildings and the hot-dip galvanised and stainless steel designs are suitable for installations outside and in highly corrosive environments.
Applications: Reinforcement and fixing of pipelines and pipe components
Advantages: The design of the angle bracket allows for the fixing of pipe clamps or mounting rails.,The angle bracket designe to strengthen your structure.,Material: steel DD11 (material no. 1.0332) acc. to DIN EN 10111,Zinc plating: electro zinc-plated, min. 8 µm
Materials: Reinforcement and fixing of pipelines and pipe components"
Sanitary fixing set WCN	"Sanitary fixing set WCN
Complete fixing sets for free-standing toilets and bidets
The fischer fixing set WCN contains all elements for the safe fixing of free-standing toilets, mirrors and ceramic shelves. Two fischer plugs S 8 made from high-quality nylon, two stainless steel screws 6 x 70 with hexagonal head, two cover caps in chrome or white, and two snap-fit sleeves. The set is suitable for pre-positioned and push-through installation.
Applications: Free-standing toilets,Bidets,Ceramic shelves,Mirrors
Advantages: The complete fixing set including stainless steel screws allows for quick and easy installation.,The WCN is also suitable for fixing ceramic shelves and mirrors, and can thus be used for a wide range of applications.
Materials: Free-standing toilets,Bidets,Ceramic shelves,Mirrors"
Sanitary fixing set S 8 D 70 WCR	"Sanitary fixing set S 8 D 70 WCR
Complete fixing sets for free-standing toilets and bidets
The fischer fixing set S 8 D 70 WCR contains all elements required for the safe fixing of free-standing toilets: Two fischer plugs S 8 made from high-quality nylon, two stainless steel screws 6 x 70 with hexagonal head, two cover caps in chrome and white, and two snap-fit sleeves. The set is suitable for pre-positioned and push-through installation.
Applications: Free-standing toilets,Bidets
Advantages: The complete fixing set including stainless steel screws allows for quick and easy installation.,A pronounced rim of the fixing ring prevents contact between the screw and ceramics, thus ensuring nothing gets damaged during fixing.
Materials: Free-standing toilets,Bidets"
Sanitary fixing set S 8 RD WCR	"Sanitary fixing set S 8 RD WCR
Complete fixing sets for free-standing toilets and bidets
The fischer toilet fixing set S 8 RD 80 contains all elements required for the safe fixing of free-standing toilets: Two fischer plugs S 8 with shaft and pronounced rim made from high-quality nylon, two stainless steel screws 6 x 85 with hexagonal head and two cover caps in chrome and white. The set is suitable for push-through installation.
Applications: Free-standing toilets,Bidets
Advantages: The complete fixing set including stainless steel screws allows for quick and easy installation.,A pronounced rim prevents contact between the screw and ceramics, thus ensuring nothing gets damaged during fixing.
Materials: Free-standing toilets,Bidets"
WC fixing WB 5N	"WC fixing WB 5N
Complete fixing set for free-standing toilets and bidets with horizontal fixing
The fischer WC fixing set WB 5N contains all elements required for the safe fixing of free-standing toilets and bidets in a horizontal direction. The WB 5N's assembly bracket with pre-drilled rows of holes allows for a flexible fixing with two directions. A pronounced edge prevents contact between the screw and ceramics, thus ensuring nothing gets damaged during fixing. The set contains two fischer plugs SX 10 made from high-quality nylon, two screws 7 x 60 with integral washer, two nylon brackets, two screws 5 x 45 made from stainless steel and two chrome cover caps.
Applications: Free-standing toilets with lateral fixing,Bidets with lateral fixing
Advantages: The complete fixing set including stainless steel screw (A2) enables a quick and easy installation.,A pronounced edge prevents contact between the screw and ceramics, thus ensuring nothing gets damaged during fixing.,The WB 5N's assembly bracket with pre-drilled rows of holes allows for a flexible fixing with two directions.
Materials: Free-standing toilets with lateral fixing,Bidets with lateral fixing"
Wash basin and urinal fixing WD	"Wash basin and urinal fixing WD
Complete fixing set for wash basins and urinals
The fischer fixing set WD contains all elements for the safe and fast fixing of wash basins and urinals to the wall. With the fischer universal plug UX, the set can be mounted in solid and hollow building materials. This saves time and money. The ageing-resistant and chemical-resistant flanged nut made from high-strength nylon ensures a lasting fixing with no damage to the ceramics. As well as two UX plugs, the set contains two stud screws made from zinc-plated steel and two flanged nuts.
Applications: Wash basins,Urinals,Built-in toilets,Cisterns
Advantages: The complete fixing set enables a quick and easy installation.,The universal plug UX can be used in all solid, hollow and panel building materials, thus offering a high level of flexibility.,The ageing-resistant and chemical-resistant flanged nut made from high-strength nylon ensures a lasting fixing with no damage to the ceramics.
Materials: Wash basins,Urinals,Built-in toilets,Cisterns"
Wash basin and urinal fixing for panel building materials WDP	"Wash basin and urinal fixing for panel building materials WDP
Complete fixing set for wash basins and urinals in panel building materials
The fischer fixing set WDP contains all elements for the safe and fast fixing of wash basins and urinals in panel building materials. The ageing-resistant and chemical-resistant flush sleeve made from high-strength nylon ensures a lasting fixing with no damage to the ceramics. The set consists of the base plate, threaded rod, a flush sleeve and a nut.
Applications: Wash basins,Urinals,Built-in toilets,Cisterns
Advantages: The fischer WDP is set into the plumbing walls during wall installation.,The ageing-resistant and chemical-resistant flanged nut made from high-strength nylon ensures a lasting fixing with no damage to the ceramics.
Materials: Wash basins,Urinals,Built-in toilets,Cisterns"
Wash basin fixing WST	"Wash basin fixing WST
Complete fixing set for wash basins
The fischer fixing set WST contains all elements required for the safe fixing of wash basins to the wall: Two fischer universal plugs UX 14 x 75 made from high-quality nylon, two zinc-plated stud screws, two zinc-plated hexagonal nuts and two flush sleeves. With the fischer universal plug UX, the set can be mounted in solid and hollow building materials.
Applications: Wash basins,Urinals,Built-in toilets,Cisterns
Advantages: Complete fixing sets allow for quick and easy installation.,The universal plug UX can be used in all solid, hollow and board materials, thus offering a high level of flexibility.,Flanged nuts and collar sleeves made of high-strength nylon are resistant to ageing and chemicals, and guarantee a long-lasting fixing that will not damage the ceramics.
Materials: Wash basins,Urinals,Built-in toilets,Cisterns"
Washbasin fixing WST Klik	"Washbasin fixing WST Klik
For the safe one-man installation of washbasins
For the first time, the fischer WST Klik fixing set enables safe and simple one-man installation of washbasins on tiles. The set consists of two high-quality fischer nylon expansion plugs SX, two hanger bolts made of galvanised steel, as well as a fixing sleeve made of consistent plastic. The click system prevents the washbasin from tilting back, allowing it to be optimally aligned without much effort. With the fischer SX expansion plug, the set can be used for a wide range of building materials, such as concrete, aerated concrete, solid and perforated bricks.
Applications: Washbasins
Advantages: The complete mounting set including the fixing sleeve enables safe and quick mounting. The ""click"" sound confirms correct mounting.,By engaging the two sleeves, the washbasin can no longer tilt forward, enabling easy one-man assembly.,By turning the black sleeve, the washbasin can be optimally aligned and adjusted afterwards.,The aging- and chemical-resistant fixing sleeve made of consistent plastic guarantees permanently secure fastening.,The enclosed fischer SX plug enables installation in many building materials, such as concrete, aerated concrete and masonry made of solid or perforated construction material.,Due to the plug-in system of the fixing, the washbasin can be easily disassembled.
Materials: Washbasins"
Urinal fixing UST	"Urinal fixing UST
Complete fixing set for urinals
The fischer fixing set UST contains all elements required for the safe fixing of urinals to the wall: Two fischer universal plugs UX made from high-quality nylon, two zinc-plated stud screws, two zinc-plated flanged nuts or cap nuts and two cover caps. With the fischer universal plug UX, the set can be mounted in all solid and hollow building materials.
Applications: Urinals,Built-in toilets
Advantages: Complete fixing sets allow for quick and easy installation.,The universal plug UX can be used in solid and hollow materials, thus offering a high level of flexibility.,Flanged nuts and collar sleeves made of high-strength nylon are resistant to ageing and chemicals, and guarantee a long-lasting fixing that will not damage the ceramics.,Cover caps with a high-quality chrome finish ensure the fixture remains visually attractive for a long period of time.
Materials: Urinals,Built-in toilets"
WC and sanitary fixing WL	"WC and sanitary fixing WL
Complete fixing set for sanitary consoles
The fischer fixing set WL contains all elements for the safe and fast fixing of sanitary system cantilevers to the wall: Two S plugs made from high-quality nylon, two zinc-plated wood screws with hexagonal head and two zinc-plated washers. The rimless plug allows for the plug to be set as deep as required below the plaster to the bearing substrate to achieve the maximum load-bearing capacity.
Applications: Gas heaters,Consoles,Air conditioning systems,Mounting rails
Advantages: Complete fixing sets allow for quick and easy installation.,The rimless plug sleeve allows for the plug to be set as deep as required below the plaster to the bearing substrate to achieve the maximum load-bearing capacity.,The slimline plug geometry makes it easy to push the plug into the drill hole. For a fast and simple installation.
Materials: Gas heaters,Consoles,Air conditioning systems,Mounting rails"
Boiler fixing BO	"Boiler fixing BO
Complete fixing set for boiler
The fischer fixing set BO contains all elements required for the quick and safe fixing of wall-hanging boilers: Four universal plugs UX 14 x 75, four zinc-plated stud screws M10 x 120 and four flanged nuts without collar. With the fischer universal plug UX, the set can be mounted in solid and hollow building materials. The ageing-resistant and chemical-resistant flanged nut made from high-strength nylon ensures a lasting, damage-free fixing.
Applications: Boilers,Gas heaters,Cisterns,Consoles
Advantages: Complete fixing sets allow for quick and easy installation.,The universal plug UX can be used in all solid, hollow and board materials, thus offering a high level of flexibility.,Flanged nuts and collar sleeves made of high-strength nylon are resistant to ageing and chemicals, and guarantee a long-lasting fixing that will not damage the ceramics.
Materials: Boilers,Gas heaters,Cisterns,Consoles"
Flanged nut BUM	"Flanged nut BUM
Flanged nut for safe assembly of sanitary ware
The ageing-resistant and chemical-resistant flanged nut made from high-strength nylon ensures a lasting fixing with no damage to the ceramics.
Applications: 
Advantages: Ageing-resistant and chemical-resistant,High-strength nylon ensures the lasting, damage-free fixing of the ceramics.
Materials: "
